#                  F = 250     F = 250   F = 350     F = 350   F = 450     F = 450   F = 550     F = 550     
"Implementation" "A7 only" "A7+RAM   " "A7 only" "A7+RAM   " "A7 only" "A7+RAM   " "A7 only" "A7+RAM   "
"intra dyn."           8.0        15.7       8.2        13.8       9.8        14.5      12.4        15.9
"inter dyn."           5.0        10.1       4.9         8.4       6.0         8.9       7.8        10.3
