#"A7 Inter-SIMD gen."
1 A07 char yes inter 2048 205 0.50 2.50 600000 18584.42 66.12 6.62 495.58 450.00 0.1176 2.19 0.0906 1.68 17.768356097561 31.4572426829268 151.091463414634
1 A07 char yes inter 2048 205 0.50 2.50 600000 18584.42 66.12 6.62 495.58 450.00 0.1176 2.19 0.0906 1.68 17.768356097561 31.4572426829268 151.091463414634
2 A07 char yes inter 2048 410 0.50 2.50 600000 20821.26 59.02 11.81 555.23 450.00 0.1258 2.62 0.0719 1.50 10.6475509146341 16.733074847561 84.6387195121951
3 A07 char yes inter 2048 614 0.50 2.50 600000 21262.72 57.79 17.33 567.01 450.00 0.1323 2.81 0.0633 1.34 7.63593475162866 11.2894092019544 57.7168159609121
4 A07 char yes inter 2048 819 0.50 2.50 600000 23211.41 52.94 21.17 618.97 450.00 0.1323 3.07 0.0640 1.49 6.24921634615385 9.27226884920635 47.2351953601954
5 A07 char yes inter 2048 1024 0.50 2.50 600000 26492.55 46.38 23.19 706.47 450.00 0.1244 3.30 0.0700 1.85 5.36406665039063 8.38243212890625 43.1195068359375
6 A07 char yes inter 2048 1229 0.50 2.50 600000 23369.60 52.58 31.55 623.19 450.00 0.1312 3.07 0.0601 1.40 4.1579804719284 6.06266512408462 31.6919243287225
7 A07 char yes inter 2048 1434 0.50 2.50 600000 25589.59 48.02 33.62 682.39 450.00 0.1229 3.15 0.0725 1.86 3.65523583507671 5.81149782078103 29.7415446304045
8 A07 char yes inter 2048 1638 0.50 2.50 600000 27530.06 44.63 35.70 734.14 450.00 0.1164 3.20 0.0818 2.25 3.26060347985348 5.55198977411477 28.0120573870574
9 A07 char yes inter 2048 1843 0.50 2.50 600000 19458.78 63.15 56.83 518.90 450.00 0.1302 2.53 0.0670 1.30 2.29112791644059 3.47012615301139 17.5969886055345
