#"A7 Intra-SIMD gen."
1 A07 char yes intra 2048 205 0.50 2.50 600000 20365.72 60.34 6.04 33.94 450.00 0.1262 2.57 0.0573 1.17 20.8937951219512 30.3804390243902 165.560975609756
1 A07 char yes intra 2048 205 0.50 2.50 600000 20365.72 60.34 6.04 33.94 450.00 0.1262 2.57 0.0573 1.17 20.8937951219512 30.3804390243902 165.560975609756
2 A07 char yes intra 2048 410 0.50 2.50 600000 27979.42 43.92 8.79 46.63 450.00 0.1223 3.42 0.0497 1.39 13.909387804878 19.5618536585366 113.731707317073
3 A07 char yes intra 2048 614 0.50 2.50 600000 31914.25 38.50 11.54 53.19 450.00 0.1231 3.93 0.0503 1.60 10.6639885993485 15.0214104234528 86.628664495114
4 A07 char yes intra 2048 819 0.50 2.50 600000 34889.95 35.22 14.08 58.15 450.00 0.1227 4.28 0.0510 1.78 8.71184981684982 12.3329120879121 71.001221001221
5 A07 char yes intra 2048 1024 0.50 2.50 600000 35566.02 34.55 17.27 59.28 450.00 0.1216 4.33 0.0497 1.77 7.0395 9.9166640625 57.890625
6 A07 char yes intra 2048 1229 0.50 2.50 600000 36005.39 34.13 20.48 60.01 450.00 0.1229 4.43 0.0502 1.81 6.001 8.45218144833198 48.8283157038242
7 A07 char yes intra 2048 1434 0.50 2.50 600000 34147.85 35.98 25.20 56.91 450.00 0.1242 4.24 0.0510 1.74 4.92902510460251 6.95302092050209 39.6861924686192
8 A07 char yes intra 2048 1638 0.50 2.50 600000 30485.67 40.31 32.24 50.81 450.00 0.1232 3.76 0.0519 1.58 3.82160683760684 5.43152075702076 31.019536019536
9 A07 char yes intra 2048 1843 0.50 2.50 600000 24004.93 51.19 46.07 40.01 450.00 0.1233 2.96 0.0507 1.22 2.67674064026045 3.7773955507325 21.709169831796
