#"A7 Intra-SIMD dyn." "A7 intra dyn."
1 A07 char yes intra 32768 3277 0.50 2.50 30000 21584.45 45.54 4.55 719.48 450.00 0.1270 2.74 0.0721 1.56 27.8834177601465 43.7132950869698 219.554470552334
1 A07 char yes intra 32768 3277 0.50 2.50 30000 21584.45 45.54 4.55 719.48 450.00 0.1270 2.74 0.0721 1.56 27.8834177601465 43.7132950869698 219.554470552334
2 A07 char yes intra 32768 6554 0.50 2.50 30000 25785.98 38.12 7.63 859.53 450.00 0.1343 3.46 0.0597 1.54 17.6128896856881 25.4422978333842 131.145865120537
3 A07 char yes intra 32768 9830 0.50 2.50 30000 31343.00 31.36 9.41 1044.77 450.00 0.1294 4.06 0.0646 2.02 13.7531269582909 20.6190620549339 106.283825025432
4 A07 char yes intra 32768 13107 0.50 2.50 30000 33730.93 29.14 11.66 1124.36 450.00 0.1291 4.36 0.0628 2.12 11.0746071564813 16.4617901884489 85.7831692988479
5 A07 char yes intra 32768 16384 0.50 2.50 30000 33761.41 29.12 14.56 1125.38 450.00 0.1314 4.44 0.0592 2.00 9.02556958007813 13.0918840332031 68.687744140625
6 A07 char yes intra 32768 19661 0.50 2.50 30000 33297.54 29.52 17.71 1109.92 450.00 0.1316 4.38 0.0591 1.97 7.42919851482631 10.7655635013478 56.4528762524795
7 A07 char yes intra 32768 22938 0.50 2.50 30000 31033.51 31.68 22.17 1034.45 450.00 0.1315 4.08 0.0640 1.99 5.93034157293574 8.81659146394629 45.0976545470399
8 A07 char yes intra 32768 26214 0.50 2.50 30000 27625.05 35.59 28.47 920.84 450.00 0.1299 3.59 0.0649 1.79 4.56310048065919 6.84289433127337 35.1277943083848
9 A07 char yes intra 32768 29491 0.50 2.50 30000 21868.70 44.95 40.46 728.96 450.00 0.1330 2.91 0.0629 1.38 3.28750059340138 4.84226591163406 24.7180495744464
